pl_name,pl_letter,hostname,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_trandep,pl_trandur,pl_ratror,pl_ratdor,pl_imppar,disc_year,discoverymethod,disc_facility,disc_telescope,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_met,st_rotp,st_spectype,sy_snum,sy_pnum,sy_mnum,sy_dist,ra,dec,rastr,decstr,glat,glon,x,y,z,cb_flag,pl_controv_flag,tran_flag,rv_flag,ttv_flag,sy_vmag,sy_kmag,sy_gaiamag,sy_tmag,tic_id,gaia_dr3_id,star_class,planet_type,planet_subtype,habitability_score,distance_display,period_display,mass_display,radius_display,x_pc,y_pc,z_pc,distance_ly,is_habitable_zone,is_earth_like
HD 190647 b,b,HD 190647,13.4,1.19,630.89255,1.985,Msini,1.44,,,1176.45,2.231,0.224,,,,,,,2007,Radial Velocity,La Silla Observatory,3.6 m ESO Telescope,5656.0,1.376,1.069,0.29667,4.162,7.957,0.418181,0.23,42.0,G5 V,1,1,0,54.4738,301.8318167,-35.5395236,20h07m19.64s,-35d32m22.28s,-30.03255,5.66045,0.4291756683361353,-0.6913319994625358,-0.5812644081890477,0,0,0,1,0,7.78,6.161,7.5942,7.1278,TIC 48777312,Gaia DR3 6697758334244808192,G,Gas Giant,Jovian,20.0,178 light-years,3.2 years,2.0 Jupiter masses,1.2 Jupiter radii,23.378829521808967,-37.65948107232228,-31.663681118808544,177.66956712799998,False,False
HD 23127 b,b,HD 23127,13.5,1.21,485.32641,1.527,Msini,1.08,,,1211.17,2.37,0.406,,,,,,,2006,Radial Velocity,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,5843.0,1.49,1.208,0.45175,4.146,4.508,0.332942,0.29,33.0,G2 V,1,1,0,93.8555,54.8491271,-60.077229,03h39m23.79s,-60d04m38.02s,-46.48356,273.9419,0.2871934082496503,0.4078646100890461,-0.8666985670317333,0,0,0,1,0,8.58,7.087,8.42019,7.983,TIC 311924816,Gaia DR3 4680773217379728128,G,Gas Giant,Jovian,20.0,306 light-years,3.3 years,1.5 Jupiter masses,1.2 Jupiter radii,26.954680927975055,38.28033691221247,-81.34442735804686,306.11534458,False,False
K2-168 b,b,K2-168,1.86,0.16593809,4.12,0.013,M-R relationship,3.52,766.35,,15.8523,,,89.4,0.0532,3.792,0.01812,25.42,0.32,2018,Transit,K2,0.95 m Kepler Telescope,5502.7,0.83,0.877,-0.17649,4.46,,1.270403,-0.13,,,1,2,0,243.935,333.1100738,-16.3418863,22h12m26.42s,-16d20m30.79s,-51.71337,40.91076,0.8558450989025362,-0.4340058117510839,-0.28136830320914,0,0,1,0,0,12.365,10.549,12.0976,11.6244,TIC 437695245,Gaia DR3 6826271727199243264,,Super-Earth,Super-Earth,20.0,796 light-years,15.9 days,4.1 Earth masses,1.86 Earth radii,208.77057420079018,-105.86920768950064,-68.63557704332158,795.6086386,False,False
HD 4208 b,b,HD 4208,13.9,1.24,257.4423,0.81,Msini,0.527,,,832.97,1.662,0.042,,,,,,,2001,Radial Velocity,W. M. Keck Observatory,10 m Keck I Telescope,5717.0,0.846,0.883,-0.09961,4.501,3.813,1.73372,-0.28,25.0,G7 V Fe-1 CH-0.5,1,1,0,34.1937,11.1125532,-26.5150392,00h44m27.01s,-26d30m54.14s,-88.32478,54.00797,0.8780398000045687,0.1724643471580507,-0.4464327032905232,0,0,0,1,0,7.783,6.163,7.61066,7.1646,TIC 43400838,Gaia DR3 2343647384368388608,G,Gas Giant,Jovian,20.0,112 light-years,2.3 years,257 Earth masses,1.2 Jupiter radii,30.02342950941622,5.897194147418238,-15.265185926505163,111.52480417199999,False,False
K2-146 b,b,K2-146,2.05,0.18288875,5.77,0.01816,Mass,3.69,534.0,20.7,2.6446,0.0248,0.129,88.93,0.386,1.32,0.0572,15.25,0.391,2018,Transit,K2,0.95 m Kepler Telescope,3385.0,0.33,0.331,-1.82391,4.8983,5.0,13.1,-0.02,,M3.0 V,1,2,0,79.3002,130.0266951,19.0923416,08h40m06.41s,+19d05m32.43s,32.21884,206.52797,-0.6077667755418211,0.7236232709196396,0.3270915901258536,0,0,1,0,1,16.7,11.37,14.9834,13.7247,TIC 175261852,Gaia DR3 661192902209491456,M,Sub-Neptune,Mini-Neptune,22.0,259 light-years,2.6 days,5.8 Earth masses,2.0 Earth radii,-48.19602685382153,57.38347010858161,25.938428515298217,258.642360312,False,False
K2-18 b,b,K2-18,2.37,0.21143724,8.92,0.02806532,Mass,4.11,284.0,1.005,32.939623,0.1429,0.2,89.5785,0.3098,2.682,0.05375,83.83,0.601,2015,Transit,K2,0.95 m Kepler Telescope,3457.0,0.411,0.359,-1.59688,4.7864,,7.073183,0.12,39.63,M2.5 V,1,2,0,38.0266,172.560141,7.5878315,11h30m14.43s,+07d35m16.19s,62.57509,254.63265,-0.982898646900548,0.1283516165386736,0.132045872532923,0,0,1,1,0,13.477,8.899,12.4154,11.2373,TIC 388804061,Gaia DR3 3910747531814692736,M,Sub-Neptune,Mini-Neptune,62.3,124 light-years,1.1 months,8.9 Earth masses,2.4 Earth radii,-37.37629368622838,4.880775581469526,5.02125557646045,124.026037496,True,False
HD 8326 b,b,HD 8326,9.58,0.855,66.6,0.20954598,Msini,0.416,,,158.991,0.533,0.2,,,,,,,2019,Radial Velocity,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,4914.0,0.783181,0.8,-0.49184,4.54993,,2.319587,0.0399,,K2 V,1,1,0,30.6862,20.5314418,-26.8940678,01h22m07.55s,-26d53m38.64s,-83.16196,212.71679,0.8351942957574636,0.3127888514568812,-0.4523423733616821,0,0,0,1,0,8.76,6.504,8.47487,7.8806,TIC 11613065,Gaia DR3 5036553052456200320,K,Neptune-like,Ice Giant,18.0,100 light-years,5.3 months,67 Earth masses,9.6 Earth radii,25.62893919847268,9.598301253576148,-13.880668537451248,100.08488247199999,False,False
HIP 54373 b,b,HIP 54373,2.87,0.256,8.62,0.02712142,Msini,2.0,,,7.76,0.063,0.2,,,,,,,2019,Radial Velocity,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,4021.0,0.564998,0.57,-1.22239,4.68103,,4.366007,,,K5 V,1,2,0,18.7168,166.8643532,-19.2916857,11h07m27.44s,-19d17m30.07s,37.18456,271.64987,-0.9191528765277174,0.214496484078429,-0.3303774324750631,0,0,0,1,0,10.38,6.62,9.64076,8.67362,TIC 410407964,Gaia DR3 3552000252294347392,K,Sub-Neptune,Mini-Neptune,28.0,61.0 light-years,7.8 days,8.6 Earth masses,2.9 Earth radii,-17.20360055939398,4.01468779319914,-6.183608328149261,61.045966207999996,False,False
HD 48265 b,b,HD 48265,13.5,1.21,484.69075,1.525,Msini,1.08,,,778.51,1.814,0.211,,,,,,,2008,Radial Velocity,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,5733.0,1.901,1.312,0.58433,3.97,4.201,0.166534,0.3,45.0,G5 IV/V,1,1,0,90.5446,100.0073683,-48.5418284,06h40m01.77s,-48d32m30.58s,-21.78048,257.52693,-0.1150516364286123,0.651999933123514,-0.7494392624903178,0,0,0,1,0,8.05,6.449,7.87925,7.4253,TIC 255781806,Gaia DR3 5551551998119947648,G,Gas Giant,Jovian,20.0,295 light-years,2.1 years,1.5 Jupiter masses,1.2 Jupiter radii,-10.41730439977413,59.035073144695325,-67.85767824648083,295.316645576,False,False
HAT-P-69 b,b,HAT-P-69,18.786284,1.676,1137.8314,3.58,Mass,1.02,1930.0,2320.18,4.7869491,0.06555,0.0,87.19,0.7627,5.1264,0.08703,7.32,0.366,2019,Transit,HATNet,Canon 200mm f/1.8L,7394.0,1.926,1.648,1.0,4.11,1.27,0.364532,-0.069,,,1,1,0,341.263,130.5056385,3.7105662,08h42m01.35s,+03d42m38.04s,26.20647,222.78554,-0.6481612826016931,0.7587481448842489,0.0647163377427897,0,0,1,1,0,9.774,9.28,9.77332,9.6129,TIC 379929661,Gaia DR3 3080104185367102592,,Gas Giant,Hot Jupiter,0.0,1.1k light-years,4.8 days,3.6 Jupiter masses,1.7 Jupiter radii,-221.1934637845016,258.93266816763344,22.08529156711764,1113.04975028,False,False
KMT-2017-BLG-1038L b,b,KMT-2017-BLG-1038L,13.4,1.19,640.0,2.0,Mass,1.46,,,,1.8,,,,,,,,2019,Microlensing,KMTNet,1.6 m wide-field telescope,,,0.37,,,,,,,,1,1,0,6000.0,266.170917,-25.1430306,17h44m41.02s,-25d08m34.91s,2.15616,3.12842,-0.0604529271913951,-0.9032291690785496,-0.4248794084439307,0,0,0,0,0,,,,,,,,Gas Giant,Jovian,0.0,19.6k light-years,,2.0 Jupiter masses,1.2 Jupiter radii,-362.7175631483706,-5419.375014471298,-2549.276450663584,19569.359999999997,False,False
HD 3651 b,b,HD 3651,10.1,0.899,72.46524,0.228,Msini,0.386,,,62.25,0.295,0.645,,,,,,,2003,Radial Velocity,Multiple Observatories,Multiple Telescopes,5221.0,0.871954,0.799,-0.27415,4.45,3.0,1.905324,0.1453,48.0,K0 V,1,1,0,11.1336,9.8387218,21.2488844,00h39m21.29s,+21d14m55.98s,-41.53458,119.16987,0.9183074488990272,0.1592584433141352,0.3624198911893757,0,0,0,1,0,5.88437,3.999,5.65255,5.1244,TIC 434210589,Gaia DR3 2802397960855105920,K,Gas Giant,Jovian,18.0,36.3 light-years,2.1 months,72 Earth masses,10.1 Earth radii,10.224067813062208,1.7731198044822554,4.035038100546033,36.312904415999995,False,False
HIP 54373 c,c,HIP 54373,3.57,0.318,12.44,0.03914042,Msini,1.5,,,15.144,0.099,0.2,,,,,,,2019,Radial Velocity,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,4021.0,0.564998,0.57,-1.22239,4.68103,,4.366007,,,K5 V,1,2,0,18.7168,166.8643532,-19.2916857,11h07m27.44s,-19d17m30.07s,37.18456,271.64987,-0.9191528765277174,0.214496484078429,-0.3303774324750631,0,0,0,1,0,10.38,6.62,9.64076,8.67362,TIC 410407964,Gaia DR3 3552000252294347392,K,Sub-Neptune,Mini-Neptune,18.0,61.0 light-years,15.1 days,12 Earth masses,3.6 Earth radii,-17.20360055939398,4.01468779319914,-6.183608328149261,61.045966207999996,False,False
HD 220689 b,b,HD 220689,13.7,1.22,381.3940884,1.2,Mass,0.815,,,2266.4,3.396,0.054,71.0,,,,,,2012,Radial Velocity,La Silla Observatory,1.2 m Leonhard Euler Telescope,5921.0,1.068,1.016,0.093,4.36,4.586,0.975398,-0.07,29.0,G3 V,1,1,0,46.8778,351.4707282,-20.6167923,23h25m52.97s,-20d37m00.45s,-69.41947,46.7585,0.925604905885355,-0.138816060722597,-0.3521159744834411,0,0,0,1,0,7.74,6.326,7.59438,7.1869,TIC 9156146,Gaia DR3 2391838429257482496,G,Gas Giant,Jovian,20.0,153 light-years,6.2 years,1.2 Jupiter masses,1.2 Jupiter radii,43.390321657112494,-6.507391531341757,-16.506422228639856,152.894757368,False,False
HATS-55 b,b,HATS-55,14.022459,1.251,292.72143,0.921,Mass,0.587,1367.0,355.909,4.2042001,0.05412,0.092,86.32,1.208,2.78376,0.1141,10.33,0.662,2019,Transit,HATSouth,0.18 m Takahashi Epsilon Astrograph,6214.0,1.126,1.1955,0.22891,4.4121,0.4,1.179,0.108,,,1,1,0,609.838,114.2833819,-32.7554188,07h37m08.01s,-32d45m19.51s,-5.65081,247.00209,-0.3458562494888773,0.7665794230876047,-0.5410540109713285,0,0,1,1,0,13.525,12.02,13.3498,12.9264,TIC 114299824,Gaia DR3 5592019557950033536,,Gas Giant,Hot Jupiter,0.0,2.0k light-years,4.2 days,293 Earth masses,1.3 Jupiter radii,-210.91628347579794,467.4892622168987,-329.955295942733,1989.0232272799997,False,False
HD 65216 b,b,HD 65216,13.6,1.22,411.58985,1.295,Msini,0.899,,,577.6,1.301,0.27,,,,,,,2003,Radial Velocity,La Silla Observatory,1.2 m Leonhard Euler Telescope,5612.0,0.88,0.874,-0.1498,4.44,4.0,2.022635,-0.1685,,G5 V,3,2,0,35.1205,118.4209646,-63.6466892,07h53m41.03s,-63d38m48.08s,-17.61436,276.27361,-0.2112748913583174,0.3904032378178651,-0.8960737872423556,0,0,0,1,0,7.97,6.329,7.7943,7.3449,TIC 382625142,Gaia DR3 5287961677550103424,G,Gas Giant,Jovian,20.0,115 light-years,1.6 years,1.3 Jupiter masses,1.2 Jupiter radii,-7.420079821949786,13.711156913782332,-31.47055944484515,114.54761798,False,False
HD 52265 b,b,HD 52265,13.7,1.22,384.5743,1.21,Msini,0.822,405.0,,119.27,0.52,0.27,,,,,,,2000,Radial Velocity,W. M. Keck Observatory,10 m Keck I Telescope,6136.0,1.32,1.204,0.297,4.36,3.5,0.571445,0.21,,G0V,1,1,0,29.9803,105.0746449,-5.3668142,07h00m17.91s,-05d22m00.53s,-0.48127,218.71677,-0.258937133376732,0.9613549751784464,-0.0935316666070322,0,0,0,1,0,6.29351,4.953,6.15257,5.7701,TIC 268565917,Gaia DR3 3101382419728401408,G,Gas Giant,Jovian,20.0,97.8 light-years,4.0 months,1.2 Jupiter masses,1.2 Jupiter radii,-7.7630129397744385,28.821710562342375,-2.8041074243788073,97.78254726799999,False,False
K2-295 b,b,K2-295,10.054473,0.897,106.47305,0.335,Mass,0.612,852.0,97.8595,4.024867,0.0451,0.0,89.3,2.1878,2.4984,0.1304,13.76,0.17,2018,Transit,K2,0.95 m Kepler Telescope,4444.0,0.7,0.74,-0.71623,4.63,,3.043,0.14,,K5 V,1,1,0,232.801,19.6101417,6.8167277,01h18m26.43s,+06d49m00.22s,-55.43141,134.80295,0.9353389800731926,0.3332457940512498,0.1186938629533641,0,0,1,1,0,13.8941,11.135,13.5184,12.813,TIC 610976842,Gaia DR3 2564784633279953536,K,Gas Giant,Jovian,18.0,759 light-years,4.0 days,106 Earth masses,10.1 Earth radii,217.7478499000193,77.57995410092501,27.632049989406113,759.2944295599999,False,False
K2-133 b,b,K2-133,1.34,0.11954679,2.36,0.00742,M-R relationship,5.39,,,3.07133,0.03194,,87.6,0.071,1.22,0.027,,0.63,2017,Transit,K2,0.95 m Kepler Telescope,3655.0,0.455,0.461,-1.47886,4.77,,6.630202,,,M1.5 V,1,4,0,75.1703,70.1493775,25.0098135,04h40m35.85s,+25d00m35.33s,-14.0676,174.75407,0.3077295204728222,0.852387893945944,0.4227734860229115,0,0,1,0,0,14.073,10.279,13.3245,12.3252,TIC 150096001,Gaia DR3 148080473682357376,M,Super-Earth,Super-Earth,42.0,245 light-years,3.1 days,2.4 Earth masses,1.34 Earth radii,23.132120372798187,64.0742537042848,31.780009776388063,245.17244366799997,False,False
Kepler-411 e,e,Kepler-411,3.28,0.293,10.8,0.03398043,Mass,1.68,503.0,,31.509728,0.186,0.016,88.04,,,,,1.688,2018,Transit Timing Variations,Kepler,0.95 m Kepler Telescope,4974.0,0.82,0.87,-0.57899,4.6,0.212,1.94,0.21,10.4,K2 V,2,4,0,153.676,287.6057027,49.5233937,19h10m25.37s,+49d31m24.22s,17.40063,80.24936,0.1963412257582334,-0.6187322897639776,0.760671069958086,0,0,0,0,0,12.448,10.062,12.2327,11.6052,TIC 399954349,Gaia DR3 2132768956905956352,K,Sub-Neptune,Mini-Neptune,18.0,501 light-years,1.1 months,11 Earth masses,3.3 Earth radii,30.172934209622273,-95.08430336176902,116.89688734687881,501.22349455999995,False,False
Kepler-411 b,b,Kepler-411,2.401,0.21420287,25.6,0.0805462,Mass,10.3,1138.0,201.3,3.005156,0.0375,0.146,87.4,0.069,1.9686,0.0266,11.926,0.574,2013,Transit,Kepler,0.95 m Kepler Telescope,4974.0,0.82,0.87,-0.57899,4.6,0.212,1.94,0.21,10.4,K2 V,2,4,0,153.676,287.6057027,49.5233937,19h10m25.37s,+49d31m24.22s,17.40063,80.24936,0.1963412257582334,-0.6187322897639776,0.760671069958086,0,0,1,1,1,12.448,10.062,12.2327,11.6052,TIC 399954349,Gaia DR3 2132768956905956352,K,Sub-Neptune,Lava World,28.0,501 light-years,3.0 days,26 Earth masses,2.4 Earth radii,30.172934209622273,-95.08430336176902,116.89688734687881,501.22349455999995,False,False
HATS-57 b,b,HATS-57,12.767051,1.139,1000.21101,3.147,Mass,2.65,1413.4,570.233,2.350621,0.03493,0.028,87.88,1.594,2.48856,0.1218,7.82,0.29,2019,Transit,HATSouth,0.18 m Takahashi Epsilon Astrograph,5587.0,0.96,1.026,-0.0942,4.484,2.5,1.633,0.268,12.71,,1,1,0,279.485,60.9482779,-19.0568182,04h03m47.59s,-19d03m24.55s,-45.29945,213.15118,0.4589858335796857,0.8262723988597743,-0.3265056315834002,0,0,1,1,0,12.333,10.707,12.1816,11.7076,TIC 178289267,Gaia DR3 5094406193214399616,,Gas Giant,Hot Jupiter,0.0,912 light-years,2.4 days,3.1 Jupiter masses,1.1 Jupiter radii,128.27965569801847,230.93074139532405,-91.25342644308661,911.5570966,False,False
HR 5183 b,b,HR 5183,13.1,1.17,1052.01202717,3.31,Mass,2.57,171.0,,27000.0,18.0,0.84,80.3,,,,,,2019,Radial Velocity,Multiple Observatories,Multiple Telescopes,5794.0,1.53,1.07,0.39748,4.02,7.7,0.43147,0.1,,G0 V,2,1,0,31.4607,206.7357992,6.3498994,13h46m56.59s,+06d20m59.64s,65.38752,337.84348,-0.8876113720243524,-0.4471171101950841,0.1105999187334405,0,0,0,1,0,6.33432,4.851,6.17464,5.7558,TIC 379117362,Gaia DR3 3721126409323324416,G,Gas Giant,Jovian,30.0,103 light-years,73.9 years,3.3 Jupiter masses,1.2 Jupiter radii,-27.92487509184654,-14.066617268714483,3.4795508632971512,102.61096069199999,False,False
HD 65216 c,c,HD 65216,13.4,1.19,645.1949,2.03,Msini,1.47,,,5370.0,5.75,0.17,,,,,,,2013,Radial Velocity,La Silla Observatory,3.6 m ESO Telescope,5612.0,0.88,0.874,-0.1498,4.44,4.0,2.022635,-0.1685,,G5 V,3,2,0,35.1205,118.4209646,-63.6466892,07h53m41.03s,-63d38m48.08s,-17.61436,276.27361,-0.2112748913583174,0.3904032378178651,-0.8960737872423556,0,0,0,1,0,7.97,6.329,7.7943,7.3449,TIC 382625142,Gaia DR3 5287961677550103424,G,Gas Giant,Jovian,20.0,115 light-years,14.7 years,2.0 Jupiter masses,1.2 Jupiter radii,-7.420079821949786,13.711156913782332,-31.47055944484515,114.54761798,False,False
HD 85390 b,b,HD 85390,6.16,0.55,31.46517,0.099,Msini,0.74,,,799.52,1.373,0.5,,,,,,,2009,Radial Velocity,La Silla Observatory,3.6 m ESO Telescope,5186.0,0.8,0.758,-0.36653,4.41,7.2,2.214583,-0.07,,K1.5 V,1,1,0,33.5225,147.5105663,-49.7905254,09h50m02.54s,-49d47m25.89s,3.18529,275.54618,-0.5445439681157618,0.3467716038208237,-0.7636892833949379,0,0,0,1,0,8.54,6.491,8.29462,7.761,TIC 446137194,Gaia DR3 5406324138654973824,K,Neptune-like,Ice Giant,18.0,109 light-years,2.2 years,31 Earth masses,6.2 Earth radii,-18.254475171160625,11.624651089083564,-25.60077400260681,109.3356451,False,False
K2-133 e,e,K2-133,1.73,0.15434026,3.64,0.0115,M-R relationship,3.86,296.0,1.8,26.5841,0.1346,,89.164,0.0987,1.44,0.0348,,0.928,2019,Transit,K2,0.95 m Kepler Telescope,3655.0,0.455,0.461,-1.47886,4.77,,6.630202,,,M1.5 V,1,4,0,75.1703,70.1493775,25.0098135,04h40m35.85s,+25d00m35.33s,-14.0676,174.75407,0.3077295204728222,0.852387893945944,0.4227734860229115,0,0,1,0,0,14.073,10.279,13.3245,12.3252,TIC 150096001,Gaia DR3 148080473682357376,M,Super-Earth,Super-Earth,68.3,245 light-years,26.6 days,3.6 Earth masses,1.73 Earth radii,23.132120372798187,64.0742537042848,31.780009776388063,245.17244366799997,True,False
K2-133 c,c,K2-133,1.603,0.14301008,3.2,0.0101,M-R relationship,4.27,,,4.86784,0.04341,,88.21,0.098,1.62,0.0323,,0.64,2017,Transit,K2,0.95 m Kepler Telescope,3655.0,0.455,0.461,-1.47886,4.77,,6.630202,,,M1.5 V,1,4,0,75.1703,70.1493775,25.0098135,04h40m35.85s,+25d00m35.33s,-14.0676,174.75407,0.3077295204728222,0.852387893945944,0.4227734860229115,0,0,1,0,0,14.073,10.279,13.3245,12.3252,TIC 150096001,Gaia DR3 148080473682357376,M,Super-Earth,Super-Earth,32.0,245 light-years,4.9 days,3.2 Earth masses,1.60 Earth radii,23.132120372798187,64.0742537042848,31.780009776388063,245.17244366799997,False,False
DS Tuc A b,b,DS Tuc A,5.7,0.50851994,413.179,1.3,Mass,,850.0,115.8276,8.138268,,0.0,89.5,0.2936,3.1764,0.05419,20.35,0.18,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,5428.0,0.964,1.01,-0.13966,4.6,0.045,2.4,0.0,2.85,G6 V,2,1,0,44.0622,354.9154673,-69.196043,23h39m39.71s,-69d11m45.75s,-46.63356,312.10146,0.3537739326319806,-0.0314772208112791,-0.9348011495286582,0,0,1,0,0,8.17,6.676,8.31926,7.8541,TIC 410214986,Gaia DR3 6387058411482257536,G,Neptune-like,Ice Giant,20.0,144 light-years,8.1 days,1.3 Jupiter masses,5.7 Earth radii,15.588057774416853,-1.3869555988307418,-41.18939521076164,143.71150903199998,False,False
OGLE-2018-BLG-0596L b,b,OGLE-2018-BLG-0596L,3.81,0.34,13.93,0.04383,Mass,1.38,,,,0.97,,,,,,,,2019,Microlensing,OGLE,1.3 m Warsaw University Telescope,,,0.231,,,,,,,,1,1,0,5650.0,269.0555417,-29.1990833,17h56m13.33s,-29d11m56.7s,-2.12513,0.95931,-0.014388643853534,-0.8728112891322187,-0.4878456933205527,0,0,0,0,0,,,,,,,,Sub-Neptune,Mini-Neptune,0.0,18.4k light-years,,14 Earth masses,3.8 Earth radii,-81.2958377724671,-4931.383783597036,-2756.328167261123,18427.814,False,False
WASP-171 b,b,WASP-171,10.98482,0.98,344.52772,1.084,Mass,1.5,1642.0,1200.24,3.8186244,0.0504,0.0,88.3,0.382,4.5792,,6.64,0.19,2019,Transit,WASP-South,Canon 200mm f/1.8L,5965.0,1.637,1.171,0.67172,4.08,5.908,0.381,0.04,,G0,1,1,0,757.84,171.8450533,-44.0887035,11h27m22.81s,-44d05m19.33s,16.22854,287.37115,-0.7110004664177345,0.1018861074855033,-0.6957711964828787,0,0,1,1,0,12.612,11.104,12.4407,12.0233,TIC 162922904,Gaia DR3 5376137837173646208,G,Gas Giant,Hot Jupiter,20.0,2.5k light-years,3.8 days,1.1 Jupiter masses,11.0 Earth radii,-538.824593470016,77.21336769681382,-527.2832435425848,2471.7406304,False,False
HAT-P-35 b,b,HAT-P-35,14.930388,1.332,335.62848,1.056,Mass,0.55,1581.0,999.6688,3.646706,0.04978,0.02,87.3,0.89945737,3.936,0.0954,7.45,0.357,2011,Transit,HATNet,Canon 200mm f/1.8L,6096.0,1.435,1.236,0.38307,4.21,3.5,0.59,0.11,,,3,1,0,506.965,123.250703,4.7870288,08h13m00.17s,+04d47m13.30s,20.30811,218.07385,-0.5463908858858503,0.8333622997360259,0.0834522450240719,0,0,1,1,0,12.389,11.03,12.2802,11.8997,TIC 455096220,Gaia DR3 3094733088793018240,,Gas Giant,Hot Jupiter,0.0,1.7k light-years,3.6 days,1.1 Jupiter masses,1.3 Jupiter radii,-277.00105546312005,422.48551828567435,42.307367398628614,1653.4967653999997,False,False
HAT-P-34 b,b,HAT-P-34,13.417173,1.197,1058.3739,3.33,Mass,2.5,1520.0,433.78,5.452654,0.06774,0.432,87.1,0.775,3.1752,0.0818,9.86,0.126,2011,Transit,HATNet,Canon 200mm f/1.8L,6442.0,1.53,1.392,0.6003,4.21,1.7,0.505,0.22,,,1,1,0,249.325,303.1954355,18.1047776,20h12m46.90s,+18d06m17.20s,-8.75906,58.54106,0.5203899086369042,-0.7953774235449329,0.3107556871625988,0,0,1,1,0,10.403,9.247,10.1944,9.87463,TIC 278348461,Gaia DR3 1810218734058821632,,Gas Giant,Hot Jupiter,0.0,813 light-years,5.5 days,3.3 Jupiter masses,1.2 Jupiter radii,129.74621397089612,-198.3074761253404,77.47916170181495,813.1884469999999,False,False
Qatar-7 b,b,Qatar-7,19.0553,1.7,597.5204,1.88,Mass,0.502,2053.0,2886.2922,2.032046,0.0352,0.0,89.0,1.22730057,3.5784,0.11,4.84,0.08,2019,Transit,Qatar,Canon 400mm f/2.8L,6387.0,1.564,1.409,0.56348,4.196,1.69,0.521,0.276,5.9,F4 V,1,1,0,705.981,358.5151344,37.0218242,23h54m03.63s,+37d01m18.57s,-24.44772,110.38223,0.7981381171545782,-0.0206890147477827,0.6021191830640431,0,0,1,1,0,13.134,11.561,12.9275,12.489,TIC 291685334,Gaia DR3 2878923523472328704,F,Gas Giant,Hot Jupiter,15.0,2.3k light-years,2.0 days,1.9 Jupiter masses,1.7 Jupiter radii,563.4703460869063,-14.606051320654377,425.08470297873623,2302.5993903599997,False,False
EPIC 201497682 b,b,EPIC 201497682,0.692,0.0617361,0.26,0.000817,M-R relationship,4.31,,,2.13174,,,,,,0.0115,,0.21,2019,Transit,K2,0.95 m Kepler Telescope,4991.0,0.554,0.78,-0.76627,4.63444,,3.229264,-0.0892,,,1,1,0,253.026,168.9366786,0.4880606,11h15m44.80s,+00d29m17.02s,54.82399,258.19387,-0.9813801022715156,0.1918867785748687,0.0085181614042452,0,0,1,0,0,13.948,11.438,13.7368,13.0708,TIC 301610040,Gaia DR3 3810098271767907840,,Sub-Earth,Rocky,20.0,825 light-years,2.1 days,0.3 Earth masses,0.69 Earth radii,-248.31468175735253,48.552344035684726,2.155316307470546,825.2594805599999,False,False
EPIC 201615463 c,c,K2-166,1.22,0.10884111,1.98,0.00624,M-R relationship,5.99,,,3.80464,,,,,,0.0093,,0.61,2019,Transit,K2,0.95 m Kepler Telescope,5960.0,1.61,1.073,0.45848,4.09,,0.422931,0.09,,,1,2,0,476.882,185.1880932,2.2823788,12h20m45.14s,+02d16m56.56s,64.0901,285.15815,-0.9951131520597776,-0.0903538851327042,0.0398244904434415,0,0,1,0,0,12.081,10.637,11.9456,11.549,TIC 377171980,Gaia DR3 3701015375282968064,,Earth-sized,Rocky,30.0,1.6k light-years,3.8 days,2.0 Earth masses,1.22 Earth radii,-474.55155018057087,-43.08814144985425,18.99158265164927,1555.3792559199999,False,True
OGLE-2015-BLG-1670L b,b,OGLE-2015-BLG-1670L,4.42,0.394,17.9,0.0563,Mass,1.14,,,,2.62,,,,,,,,2019,Microlensing,OGLE,1.3 m Warsaw University Telescope,,,0.55,,,,,,,,1,1,0,6700.0,268.1587917,-28.5519167,17h52m38.11s,-28d33m06.9s,-1.12049,1.12106,-0.0282221541210187,-0.8779308898169564,-0.4779548751942767,0,0,0,0,0,,20.3,,,,,,Neptune-like,Ice Giant,0.0,21.9k light-years,,18 Earth masses,4.4 Earth radii,-189.0884326108253,-5882.136961773608,-3202.297663801654,21852.451999999997,False,False
WASP-182 b,b,WASP-182,9.52765,0.85,47.03884,0.148,Mass,0.318,1479.0,756.261,3.3769848,0.0451,0.0,83.88,0.426,2.5968,0.0607,8.3,0.775,2019,Transit,WASP-South,Canon 200mm f/1.8L,5638.0,1.34,1.076,0.15545,4.218,5.952,0.636,0.27,30.0,G5,1,1,0,327.602,311.673345,-41.8209828,20h46m41.60s,-41d49m15.54s,-38.58794,359.58581,0.4954919404965179,-0.5566491277714233,-0.6668054329819971,0,0,1,1,0,11.98,10.431,11.917,11.4513,TIC 369455629,Gaia DR3 6677909439240233472,G,Neptune-like,Hot Neptune,20.0,1.1k light-years,3.4 days,47 Earth masses,9.5 Earth radii,162.32415069054025,-182.3593675561738,-218.44679345576822,1068.4935791199998,False,False
